ID,BirdID,Year,Date,SunriseTimeDaylightSavings,TimeCapt,TimeOfDay,Sex,SexMF,Stage,Ageminyears,Agecat,PCV,PCVcntr,PCVcntr2,PCV_percent,PCV_percent_cntr,PCV_percent_cntr2,Hb,Hbcntr,Hbcntr2,Hbdiv10,Hbdiv10cntr,Hbdiv10cntr2,TPP,TPPcntr,TPPcntr2,HL_original,Log10HL_original,Log10HL_original_cntr,Log10HL_original_cntr2,HLAllOlyas,Log10HLAllOlyas,Log10HLAllOlyas_cntr,Log10HLAllOlyas_cntr2,SMI,SMIcntr,SMIcntr2,Muscle,Musclecntr,Musclecntr2,Fat,Fatcntr,Fatcntr2,PC1,PC1sq,PC2,PC2sq,PC3,PC3sq,BinomialFledged
96,026-49268,4(2009-10),4-Mar-10,5:36,9:24,228,1,M,N,4,A1Y,0.46,-0.020429,0.000417,46,-2,4,178,2,4,17.8,0.2,0.04,4.8,-0.1479,0.021862,2.703704,0.431959,0.652521,0.425783,2.703704,0.431959,0.637331,0.406191,9.78,-0.3324,0.1105,2,0.25,0.0643,1,-0.94,0.8756,0.310936,0.096681,1.149626,1.321641,-0.464637,0.215887,1
97,026-49279,4(2009-10),4-Mar-10,5:36,6:16,40,1,M,N,4,A1Y,0.495,0.014571,0.000212,49.5,1.5,2.25,178,2,4,17.8,0.2,0.04,5.2,0.2521,0.063576,2.703704,0.431959,0.652521,0.425783,2.703704,0.431959,0.637331,0.406191,10.56,0.4499,0.2024,2,0.25,0.0643,0,-1.94,3.747,0.50283,0.252838,0.37316,0.139248,-0.425745,0.181259,0
99,026-49282,3(2008-09),27-Mar-09,6:41,7:21,40,0,F,L,3,A1Y,0.4,-0.080429,0.006469,40,-8,64,151,-25,625,15.1,-2.5,6.25,6,1.0521,1.107005,1.021277,0.009143,0.229705,0.052764,1.021277,0.009143,0.214515,0.046017,10.54,0.4288,0.1838,1,-0.75,0.5572,2.5,0.56,0.3184,-3.388498,11.481916,1.23514,1.52557,-0.082578,0.006819,0
101,026-49282,4(2009-10),26-Mar-10,5:41,7:30,109,0,F,L,4,A1Y,0.42,-0.060429,0.003652,42,-6,36,147,-29,841,14.7,-2.9,8.41,5.2,0.2521,0.063576,1.083333,0.034762,0.255324,0.06519,1.083333,0.034762,0.240134,0.057664,10,-0.1084,0.0118,2,0.25,0.0643,1,-0.94,0.8756,-1.736738,3.01626,0.858729,0.737416,-1.784548,3.184612,0
105,026-49404,4(2009-10),29-Dec-09,5:02,5:28,26,1,M,pre,4,A1Y,0.45,-0.030429,0.000926,45,-3,9,170,-6,36,17,-0.6,0.36,5,0.0521,0.002719,0.470588,-0.327359,-0.106797,0.011406,0.470588,-0.327359,-0.121987,0.014881,9.62,-0.4854,0.2357,1.5,-0.25,0.0607,1,-0.94,0.8756,-0.390019,0.152115,0.655844,0.430131,-0.990311,0.980716,1
106,026-49423,3(2008-09),12-Feb-09,6:29,8:55,146,1,M,L,3,A1Y,0.46,-0.020429,0.000417,46,-2,4,159,-17,289,15.9,-1.7,2.89,4.5,-0.4479,0.200576,0.234568,-0.629731,-0.40917,0.16742,0.234568,-0.629731,-0.424359,0.180081,10.2,0.0884,0.0078,2.5,0.75,0.5679,3.5,1.56,2.447,-0.770805,0.594141,-1.155227,1.33455,-0.681616,0.464601,0
107,026-49436,3(2008-09),12-Feb-09,6:29,8:35,126,0,F,I,3,A1Y,0.45,-0.030429,0.000926,45,-3,9,175,-1,1,17.5,-0.1,0.01,5,0.0521,0.002719,0.455882,-0.341147,-0.120586,0.014541,0.886792,-0.052178,0.153194,0.023468,12.11,2.0039,4.0154,1.5,-0.25,0.0607,3.5,1.56,2.447,-1.975953,3.904391,-0.85469,0.730496,1.04521,1.092463,1
108,026-49445,4(2009-10),23-Jan-10,5:18,6:43,85,1,M,L,4,A1Y,0.5,0.019571,0.000383,50,2,4,185,9,81,18.5,0.9,0.81,4.4,-0.5479,0.300147,0.388889,-0.410174,-0.189613,0.035953,0.388889,-0.410174,-0.204802,0.041944,10.65,0.5384,0.2899,2,0.25,0.0643,2,0.06,0.0041,0.748458,0.56019,-1.053395,1.109641,-0.004421,0.00002,1
109,026-49508,4(2009-10),2-Feb-10,5:23,9:36,253,1,M,L,3,A1Y,0.5,0.019571,0.000383,50,2,4,194,18,324,19.4,1.8,3.24,4.1,-0.8479,0.718862,0.492537,-0.307561,-0.086999,0.007569,0.492537,-0.307561,-0.102189,0.010443,10.41,0.3019,0.0911,2,0.25,0.0643,1.5,-0.44,0.1898,1.459135,2.129076,-0.74481,0.554742,-0.130998,0.01716,1
110,026-49527,4(2009-10),1-Mar-10,5:35,7:45,130,1,M,N,3,A1Y,0.51,0.029571,0.000874,51,3,9,185,9,81,18.5,0.9,0.81,4.1,-0.8479,0.718862,0.960784,-0.017374,0.203188,0.041285,0.960784,-0.017374,0.187998,0.035343,10.25,0.1403,0.0197,2,0.25,0.0643,2,0.06,0.0041,1.268201,1.608335,-0.098937,0.009788,0.204007,0.041619,1
111,026-49528,3(2008-09),11-May-09,5:52,6:34,42,0,F,post,2,A1Y,0.47,-0.010429,0.000109,47,-1,1,177,1,1,17.7,0.1,0.01,5,0.0521,0.002719,0.273973,-0.562293,-0.341731,0.11678,0.149425,-0.825576,-0.620204,0.384653,10.58,0.4704,0.2213,2,0.25,0.0643,0,-1.94,3.747,0.154064,0.023736,-1.500192,2.250577,-1.702618,2.898908,1
112,026-49529,3(2008-09),9-Feb-09,6:27,8:39,132,0,F,I,2,A1Y,0.5,0.019571,0.000383,50,2,4,189,13,169,18.9,1.3,1.69,4.7,-0.2479,0.061433,0.253165,-0.596597,-0.376035,0.141403,0.298701,-0.524763,-0.319391,0.102011,9.34,-0.7713,0.5949,2.5,0.75,0.5679,2.5,0.56,0.3184,1.439467,2.072066,-0.983944,0.968146,0.023796,0.000566,0
113,026-49691,3(2008-09),24-Feb-09,6:33,10:03,210,0,F,N,2,A1Y,0.53,0.049571,0.002457,53,5,25,201,25,625,20.1,2.5,6.25,4.8,-0.1479,0.021862,0.347222,-0.459392,-0.238831,0.05704,0.347222,-0.459392,-0.25402,0.064526,9.61,-0.499,0.249,1.5,-0.25,0.0607,2,0.06,0.0041,1.837226,3.375401,-0.336842,0.113463,1.022149,1.044788,1
114,026-49691,4(2009-10),26-Jan-10,5:20,10:17,297,0,F,B,3,A1Y,0.47,-0.010429,0.000109,47,-1,1,176,0,0,17.6,0,0,5.4,0.4521,0.204433,1.222222,0.08715,0.307712,0.094687,1.222222,0.08715,0.292522,0.085569,9.74,-0.3696,0.1366,1.5,-0.25,0.0607,2,0.06,0.0041,-0.367719,0.135218,0.921316,0.848823,0.432067,0.186682,0
115,026-49801,3(2008-09),15-May-09,5:53,6:45,52,1,M,post,2,A1Y,0.485,0.004571,0.000021,48.5,0.5,0.25,180,4,16,18,0.4,0.16,4.1,-0.8479,0.718862,0.223684,-0.650365,-0.429803,0.184731,0.408451,-0.38886,-0.183488,0.033668,10.82,0.7118,0.5066,2,0.25,0.0643,0,-1.94,3.747,0.886852,0.786506,-0.838006,0.702255,-1.527345,2.332784,1
116,026-49809,3(2008-09),9-Feb-09,6:27,11:54,327,0,F,I,2,A1Y,0.41,-0.070429,0.00496,41,-7,49,157,-19,361,15.7,-1.9,3.61,4.9,-0.0479,0.00229,0.088889,-1.051153,-0.830591,0.689881,0.123596,-0.907997,-0.702625,0.493682,10.52,0.4133,0.1708,1.5,-0.25,0.0607,2,0.06,0.0041,-2.088885,4.363441,-0.58054,0.337026,-1.534871,2.355828,1
117,026-49809,4(2009-10),2-Feb-10,5:23,9:36,253,0,F,L,3,A1Y,0.38,-0.100429,0.010086,38,-10,100,140,-36,1296,14,-3.6,12.96,6,1.0521,1.107005,1.564103,0.194265,0.414827,0.172081,1.564103,0.194265,0.399637,0.15971,11.87,1.7615,3.1028,1.5,-0.25,0.0607,3.5,1.56,2.447,-4.737552,22.444399,0.26357,0.069469,0.004053,0.000016,1
119,026-49815,3(2008-09),31-Mar-09,5:42,5:49,7,1,M,L,2,A1Y,0.44,-0.040429,0.001634,44,-4,16,169,-7,49,16.9,-0.7,0.49,4.9,-0.0479,0.00229,0.146341,-0.834633,-0.614071,0.377083,0.282051,-0.549672,-0.3443,0.118542,9.72,-0.3862,0.1492,2,0.25,0.0643,0,-1.94,3.747,-0.1318,0.017371,-0.167999,0.028224,-2.152784,4.634481,1
